Tipo:Matricula:Marca:Modelo:Color:Tarifa:Disponible
1 7612WWM:FIAT:FEO:rojo:2.0:5:true
1 4420DGH:FIAT:FEO:rojo:2.0:5:false
1 8157NWH:FIAT:FEO:rojo:2.0:5:true
1 5817WXZ:FIAT:FEO:rojo:2.0:5:true
1 5944YSC:FIAT:FEO:rojo:2.0:5:false
1 9075KKC:FIAT:FEO:rojo:2.0:5:true
1 4674RZZ:FIAT:FEO:rojo:2.0:5:true
1 9382TDD:FIAT:FEO:rojo:2.0:5:true
1 5439SVX:FIAT:FEO:rojo:2.0:5:true
1 4309RJG:FIAT:FEO:rojo:2.0:5:false
1 8611VXG:FIAT:FEO:rojo:2.0:5:true
1 2781ZXM:FIAT:FEO:rojo:2.0:5:false
1 9682CHM:FIAT:FEO:rojo:2.0:5:true
1 8293BKF:FIAT:FEO:rojo:2.0:5:false
1 8078BFG:FIAT:FEO:rojo:2.0:5:false
1 3125JCG:FIAT:FEO:rojo:2.0:5:true
1 8315XWP:FIAT:FEO:rojo:2.0:5:false
1 9912RVS:FIAT:FEO:rojo:2.0:5:false
1 2103ZFN:FIAT:FEO:rojo:2.0:5:false
1 2566NTC:FIAT:FEO:rojo:2.0:5:false
1 9662XKJ:FIAT:FEO:rojo:2.0:5:true
1 1073GGZ:FIAT:FEO:rojo:2.0:5:false
1 7221KPN:FIAT:FEO:rojo:2.0:5:true
1 6184LMX:FIAT:FEO:rojo:2.0:5:true
1 8301RTY:FIAT:FEO:rojo:2.0:5:true
1 0454CDW:FIAT:FEO:rojo:2.0:5:true
1 1398JSS:FIAT:FEO:rojo:2.0:5:false
1 0849LVV:FIAT:FEO:rojo:2.0:5:false
1 8378NSW:FIAT:FEO:rojo:2.0:5:true
1 1755KGR:FIAT:FEO:rojo:2.0:5:true
3 8885NJG:FIAT:FEO:rojo:2.0:19000
3 8844FNW:FIAT:FEO:rojo:2.0:19000
3 6061HBJ:FIAT:FEO:rojo:2.0:19000
3 0325RVF:FIAT:FEO:rojo:2.0:19000
3 0401LTH:FIAT:FEO:rojo:2.0:19000
3 6969NYH:FIAT:FEO:rojo:2.0:19000
3 0496GFS:FIAT:FEO:rojo:2.0:19000
3 3654VDL:FIAT:FEO:rojo:2.0:19000
3 6620JNX:FIAT:FEO:rojo:2.0:19000
3 2417SFB:FIAT:FEO:rojo:2.0:19000
3 6709WKX:FIAT:FEO:rojo:2.0:19000
3 1799DGC:FIAT:FEO:rojo:2.0:19000
3 5010XCD:FIAT:FEO:rojo:2.0:19000
3 8690VRT:FIAT:FEO:rojo:2.0:19000
3 3752FLD:FIAT:FEO:rojo:2.0:19000
3 0303JKZ:FIAT:FEO:rojo:2.0:19000
3 3465HGM:FIAT:FEO:rojo:2.0:19000
3 2280FDK:FIAT:FEO:rojo:2.0:19000
3 8534JSN:FIAT:FEO:rojo:2.0:19000
3 4606ZTY:FIAT:FEO:rojo:2.0:19000
3 1881DPS:FIAT:FEO:rojo:2.0:19000
3 4240MVJ:FIAT:FEO:rojo:2.0:19000
3 0619CDY:FIAT:FEO:rojo:2.0:19000
3 7729JTS:FIAT:FEO:rojo:2.0:19000
3 6708MXX:FIAT:FEO:rojo:2.0:19000
3 7264GDH:FIAT:FEO:rojo:2.0:19000
3 4302LZL:FIAT:FEO:rojo:2.0:19000
3 7939BKV:FIAT:FEO:rojo:2.0:19000
3 0221HWR:FIAT:FEO:rojo:2.0:19000
3 1996PGL:FIAT:FEO:rojo:2.0:19000
2 3537BPV:FIAT:FEO:rojo:2.0:3000:1500
2 1461TDG:FIAT:FEO:rojo:2.0:3000:1500
2 3295ZTT:FIAT:FEO:rojo:2.0:3000:1500
2 6283KRC:FIAT:FEO:rojo:2.0:3000:1500
2 5878ZSC:FIAT:FEO:rojo:2.0:3000:1500
2 3185SPB:FIAT:FEO:rojo:2.0:3000:1500
2 7119DCF:FIAT:FEO:rojo:2.0:3000:1500
2 3989LSY:FIAT:FEO:rojo:2.0:3000:1500
2 1179NZS:FIAT:FEO:rojo:2.0:3000:1500
2 0863JLH:FIAT:FEO:rojo:2.0:3000:1500
2 3645NCF:FIAT:FEO:rojo:2.0:3000:1500
2 6757HKZ:FIAT:FEO:rojo:2.0:3000:1500
2 6466FSZ:FIAT:FEO:rojo:2.0:3000:1500
2 6446VJB:FIAT:FEO:rojo:2.0:3000:1500
2 6551WZR:FIAT:FEO:rojo:2.0:3000:1500
2 7919RNV:FIAT:FEO:rojo:2.0:3000:1500
2 0166DLC:FIAT:FEO:rojo:2.0:3000:1500
2 7991XTT:FIAT:FEO:rojo:2.0:3000:1500
2 6155PVH:FIAT:FEO:rojo:2.0:3000:1500
2 2941VBP:FIAT:FEO:rojo:2.0:3000:1500
2 5285BSW:FIAT:FEO:rojo:2.0:3000:1500
2 2776PLR:FIAT:FEO:rojo:2.0:3000:1500
2 7708RVN:FIAT:FEO:rojo:2.0:3000:1500
2 7936BJS:FIAT:FEO:rojo:2.0:3000:1500
2 4149NZG:FIAT:FEO:rojo:2.0:3000:1500
2 3288NMB:FIAT:FEO:rojo:2.0:3000:1500
2 7173HVP:FIAT:FEO:rojo:2.0:3000:1500
2 2489XYN:FIAT:FEO:rojo:2.0:3000:1500
2 1510VDF:FIAT:FEO:rojo:2.0:3000:1500
2 5965GYB:FIAT:FEO:rojo:2.0:3000:1500
